tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
15/02/2023,P010,Çanta,Giyim,513.77,15,7520.75939059395,4681,İzgü,Erkek,50,Adana,3200.69
15/03/2024,P018,Telefon,Elektronik,411.73,3,1235.19,3466,Us,Erkek,52,Ankara,1294.42
15/12/2022,P018,Telefon,Elektronik,664.2,13,8634.6,3794,Göli,Erkek,49,Antalya,195.75
05/03/2024,P037,Fırın,Ev Aletleri,1192.38,11,13116.18,8638,Kızıltunç,Kadın,29,Gaziantep,1082.2
04/05/2024,P082,Defter,Kırtasiye,880.79,14,12331.06,5418,Sarıcabay,Erkek,25,Gaziantep,4393.57
18/05/2024,P010,Çanta,Giyim,505.49,16,8087.84,9871,Kâmil,Erkek,45,Gaziantep,2186.94
12/11/2022,P082,Defter,Kırtasiye,635.9,13,7520.75939059395,3470,Gençay,Erkek,57,İstanbul,793.61
06/12/2022,P082,Defter,Kırtasiye,1286.88,11,14155.68,7151,Tutkucan,Kadın,57,Ankara,2577.83
01/01/2023,P032,Mouse,Elektronik,428.5,7,2999.5,3546,Solma,Erkek,19,Adana,1571.83
06/07/2024,P063,Klima,Elektronik,230.32,7,1612.24,3680,İlkim,Erkek,60,Ankara,2287.1
14/01/2024,P010,Çanta,Giyim,1338.24,15,20073.6,5378,Goncafer,Kadın,39,Ankara,4714.64
22/09/2024,P018,Telefon,Elektronik,608.22,7,4257.54,7688,İmren,Kadın,58,Adana,4061.4
07/02/2024,P011,Kalem,Kırtasiye,796.66,18,14339.88,1809,Yetişal,Kadın,57,Adana,3071.42
18/09/2023,P087,Kulaklık,Elektronik,222.95,12,2675.4,7584,Şelâle,Kadın,56,Adana,1261.69
25/09/2023,P097,Su Şişesi,Mutfak Ürünleri,1187.14,11,13058.54,2208,Sançar,Erkek,24,Gaziantep,4080.25
02/03/2024,P024,Bilgisayar,Elektronik,572.1,9,7520.75939059395,8088,Neriban,Erkek,67,Konya,2218.51
30/05/2024,P087,Kulaklık,Elektronik,627.62,8,5020.96,8214,Şilan,Erkek,53,Adana,3254.89
05/08/2023,P097,Su Şişesi,Mutfak Ürünleri,870.23,12,10442.76,8987,Atiyye,Erkek,69,Konya,2337.96
08/01/2023,P097,Su Şişesi,Mutfak Ürünleri,203.59,10,2035.9,7903,Eröz,Erkek,38,Ankara,4295.66
03/12/2022,P037,Fırın,Ev Aletleri,527.11,2,1054.22,3958,Ünlen,Kadın,66,Konya,2498.21
06/08/2024,P097,Su Şişesi,Mutfak Ürünleri,1045.25,2,2090.5,6661,Eryıldız,Erkek,61,Adana,3569.78
04/09/2023,P082,Defter,Kırtasiye,1102.15,8,8817.2,3542,Bağdaş,Kadın,61,Bursa,2643.06
18/10/2024,P063,Klima,Elektronik,637.21,11,7009.31,5389,Muhammet,Kadın,43,Bursa,702.3
28/09/2024,P032,Mouse,Elektronik,675.5,14,9457.0,9285,Şehreban,Erkek,25,Antalya,2561.39
09/01/2024,P032,Mouse,Elektronik,1175.77,5,5878.85,1074,Temime,Kadın,58,Adana,3650.06
10/06/2024,P087,Kulaklık,Elektronik,615.25,12,7383.0,6184,Tayaydın,Erkek,65,Konya,1345.02
12/04/2023,P037,Fırın,Ev Aletleri,502.06,13,6526.78,9523,Taçnur,Kadın,43,İzmir,2121.44
29/09/2024,P082,Defter,Kırtasiye,872.48,17,14832.16,1993,Nürice,Kadın,29,Konya,4779.28
14/11/2022,P010,Çanta,Giyim,682.27,17,11598.59,8903,Özinal,Kadın,27,İzmir,4198.59
04/11/2024,P097,Su Şişesi,Mutfak Ürünleri,1057.33,6,6343.98,7324,Üsame,Kadın,46,Antalya,594.74
28/04/2024,P010,Çanta,Giyim,1055.99,2,2111.98,3522,Tutkun,Kadın,32,İzmir,1724.94
22/05/2024,P011,Kalem,Kırtasiye,44.83,8,358.64,3384,Bilgütay,Erkek,57,İstanbul,3906.62
19/08/2024,P010,Çanta,Giyim,1056.17,15,15842.55,3558,Aclan,Erkek,40,Ankara,4391.46
24/02/2024,P024,Bilgisayar,Elektronik,245.08,4,980.32,7838,Asım,Kadın,24,Adana,3232.51
26/12/2023,P087,Kulaklık,Elektronik,516.4,15,7746.0,7545,Fehmiye,Erkek,59,İzmir,3202.32
28/05/2023,P082,Defter,Kırtasiye,223.09,4,892.36,7038,Gürsal,Erkek,24,İstanbul,4781.23
14/04/2023,P018,Telefon,Elektronik,1330.81,14,18631.34,5018,Yepelek,Erkek,59,Konya,340.38
15/08/2023,P087,Kulaklık,Elektronik,870.31,4,3481.24,2269,Gök,Kadın,62,Ankara,4510.95
03/12/2022,P024,Bilgisayar,Elektronik,1453.49,4,5813.96,8099,Ganiye,Kadın,21,Adana,1991.33
19/11/2023,P082,Defter,Kırtasiye,964.21,5,4821.05,7783,Kızıl,Erkek,22,Konya,2477.41
07/03/2024,P018,Telefon,Elektronik,590.79,1,590.79,9058,Feraye,Kadın,62,Adana,675.26
02/11/2023,P063,Klima,Elektronik,543.58,18,9784.44,7589,Telim,Kadın,27,Adana,165.06
27/09/2024,P010,Çanta,Giyim,979.09,15,14686.35,4596,Aran,Erkek,30,İzmir,752.56
14/04/2024,P087,Kulaklık,Elektronik,841.8,3,2525.4,2004,Nasiba,Erkek,21,Adana,598.83
10/04/2024,P087,Kulaklık,Elektronik,147.67,7,7520.75939059395,4417,Sabihe,Kadın,22,Konya,2431.5
04/01/2023,P032,Mouse,Elektronik,493.38,9,4440.42,6305,Feryas,Erkek,20,İstanbul,2710.35
13/06/2024,P011,Kalem,Kırtasiye,221.85,5,1109.25,3121,Müzekker,Kadın,56,Konya,2858.57
10/12/2022,P010,Çanta,Giyim,94.12,6,564.72,2527,Lüfen,Erkek,55,Bursa,3603.04
04/09/2024,P011,Kalem,Kırtasiye,336.32,9,3026.88,1777,Birgit,Erkek,59,İstanbul,131.98
30/07/2024,P024,Bilgisayar,Elektronik,1156.89,1,1156.89,8033,Ünsever,Erkek,23,İzmir,3187.11
03/08/2023,P087,Kulaklık,Elektronik,1454.74,5,7273.7,8618,Sahir,Kadın,42,İzmir,3517.57
22/06/2024,P018,Telefon,Elektronik,524.17,14,7520.75939059395,9264,Burcuhan,Kadın,51,İzmir,3171.7
18/11/2022,P024,Bilgisayar,Elektronik,365.97,12,4391.64,8759,Süleyla,Kadın,44,İzmir,102.36
06/07/2024,P011,Kalem,Kırtasiye,386.32,8,3090.56,6603,Havali,Erkek,38,Ankara,4008.25
14/07/2024,P082,Defter,Kırtasiye,282.25,19,5362.75,4917,Kübran,Kadın,49,İstanbul,3033.3
03/11/2023,P087,Kulaklık,Elektronik,629.54,12,7554.48,2415,Yönetmen,Kadın,34,Bursa,2148.85
25/10/2023,P024,Bilgisayar,Elektronik,880.93,10,8809.3,1503,Uğurkan,Erkek,37,Gaziantep,1023.25
26/12/2022,P082,Defter,Kırtasiye,1052.92,5,5264.6,9730,Baba,Kadın,31,Adana,1639.87
20/10/2024,P011,Kalem,Kırtasiye,898.38,14,12577.32,2446,Süzer,Kadın,57,İzmir,1417.41
04/06/2023,P032,Mouse,Elektronik,1321.87,4,5287.48,6959,Sabih,Erkek,28,Antalya,2493.6
17/12/2023,P024,Bilgisayar,Elektronik,580.68,5,2903.4,3076,Turabi,Kadın,47,Gaziantep,4491.93
25/02/2023,P018,Telefon,Elektronik,107.9,19,2050.1,4535,Asiman,Kadın,48,Konya,2010.22
11/08/2023,P010,Çanta,Giyim,822.65,12,9871.8,2795,Ufukay,Erkek,31,Adana,3045.49
11/04/2024,P032,Mouse,Elektronik,677.32,17,11514.44,4044,Danış,Kadın,34,Adana,620.11
04/05/2023,P024,Bilgisayar,Elektronik,144.71,3,434.13,9365,Burakhan,Kadın,57,Gaziantep,909.84
16/02/2024,P024,Bilgisayar,Elektronik,1206.35,1,1206.35,1406,Elhan,Erkek,33,Adana,2845.07
30/06/2024,P011,Kalem,Kırtasiye,373.07,15,5596.05,5856,Mengüç,Erkek,41,Konya,1870.03
21/02/2023,P087,Kulaklık,Elektronik,50.3,13,653.9,5029,Beyzade,Kadın,41,Adana,3859.23
20/03/2023,P082,Defter,Kırtasiye,555.42,4,2221.68,7634,Doğuhan,Erkek,61,Gaziantep,4692.26
20/05/2024,P024,Bilgisayar,Elektronik,830.93,3,2492.79,2588,Ömür,Kadın,32,Gaziantep,3588.53
01/04/2023,P097,Su Şişesi,Mutfak Ürünleri,872.7,7,7520.75939059395,9055,Damlanur,Kadın,56,İstanbul,2444.02
07/05/2024,P018,Telefon,Elektronik,503.17,4,2012.68,5953,Zahid,Kadın,23,Bursa,2212.58
10/08/2023,P037,Fırın,Ev Aletleri,926.01,8,7408.08,1130,Egenur,Kadın,21,Ankara,1843.78
08/09/2024,P018,Telefon,Elektronik,367.3,4,1469.2,8264,Abdülsamed,Kadın,42,Bursa,4032.98
29/05/2023,P037,Fırın,Ev Aletleri,997.07,2,1994.14,7173,Ismık,Erkek,57,Antalya,3355.89
18/12/2023,P097,Su Şişesi,Mutfak Ürünleri,343.81,15,5157.15,9653,Baydu,Erkek,28,Konya,1678.97
26/03/2023,P097,Su Şişesi,Mutfak Ürünleri,960.65,14,13449.1,9556,Fuzuli,Kadın,51,Antalya,626.71
15/06/2024,P087,Kulaklık,Elektronik,229.95,5,1149.75,4535,Asiman,Kadın,48,Konya,2010.22
24/02/2024,P024,Bilgisayar,Elektronik,664.37,19,12623.03,5896,Müfit,Erkek,51,Bursa,1249.4
09/06/2024,P087,Kulaklık,Elektronik,736.4,19,13991.6,4534,Atnan,Kadın,36,Ankara,2736.05
15/07/2023,P032,Mouse,Elektronik,34.68,10,346.8,4790,Şerman,Kadın,69,İstanbul,2976.17
19/10/2023,P024,Bilgisayar,Elektronik,933.41,8,7467.28,1591,Özyurt,Erkek,61,Ankara,3411.18
18/02/2023,P063,Klima,Elektronik,863,19,16397.0,2299,Şamiha,Erkek,44,Konya,1257.27
15/01/2023,P082,Defter,Kırtasiye,837.75,6,5026.5,1431,Aliihsan,Erkek,32,İzmir,379.8
04/12/2023,P032,Mouse,Elektronik,1100.4,6,7520.75939059395,6192,Müslum,Erkek,22,Ankara,218.26
11/04/2023,P037,Fırın,Ev Aletleri,505.55,19,9605.45,1974,Kerman,Kadın,49,İzmir,822.18
27/04/2024,P082,Defter,Kırtasiye,1033.5,18,18603.0,9802,Semender,Kadın,58,İzmir,2436.9
21/09/2024,P024,Bilgisayar,Elektronik,981.63,5,4908.15,3863,Mezide,Erkek,65,Ankara,3944.65
30/11/2023,P087,Kulaklık,Elektronik,66.83,18,1202.94,3863,Mezide,Erkek,65,Ankara,3944.65
30/08/2024,P018,Telefon,Elektronik,225.05,18,4050.9,9877,Verim,Kadın,59,Bursa,3706.13
04/03/2024,P024,Bilgisayar,Elektronik,573.8,18,10328.4,5307,Erdogan,Erkek,39,Gaziantep,3198.6
08/03/2024,P011,Kalem,Kırtasiye,1332.63,10,13326.3,8264,Abdülsamed,Kadın,42,Bursa,4032.98
29/08/2023,P087,Kulaklık,Elektronik,1070.64,15,7520.75939059395,3398,Gelengül,Erkek,47,İzmir,504.81
07/02/2024,P010,Çanta,Giyim,384.19,10,3841.9,6682,Uçan,Erkek,34,İstanbul,2955.58
06/12/2023,P018,Telefon,Elektronik,1086.34,11,11949.74,6255,Bağdat,Erkek,22,Adana,1561.33
31/10/2023,P082,Defter,Kırtasiye,110.49,1,110.49,7981,Müferrih,Kadın,32,Ankara,1362.89
10/06/2024,P037,Fırın,Ev Aletleri,1451.96,9,13067.64,3802,Jaruthip,Erkek,42,İzmir,923.4
05/01/2023,P082,Defter,Kırtasiye,174.29,17,2962.93,2881,Mehmed,Kadın,60,Adana,3197.09
14/02/2023,P063,Klima,Elektronik,1418.37,2,2836.74,7045,Süzer,Erkek,18,Antalya,507.61
05/06/2023,P097,Su Şişesi,Mutfak Ürünleri,188.46,6,1130.76,3720,Zinnure,Kadın,37,Antalya,4976.64
30/06/2024,P011,Kalem,Kırtasiye,516.07,9,4644.63,7377,Huzuri,Kadın,33,Bursa,690.46
26/03/2023,P082,Defter,Kırtasiye,274.51,19,5215.69,6086,Zümre,Erkek,25,Gaziantep,4966.55
14/10/2023,P082,Defter,Kırtasiye,1072.43,12,12869.16,6898,Mahter,Kadın,61,Ankara,2570.53
12/06/2023,P011,Kalem,Kırtasiye,432.13,17,7346.21,2175,Önel,Erkek,36,Adana,4705.79
23/11/2022,P018,Telefon,Elektronik,974.85,4,3899.4,8893,Karaer,Erkek,45,Konya,860.42
16/04/2023,P018,Telefon,Elektronik,1200.34,16,19205.44,7103,Üsame,Kadın,58,Gaziantep,509.31
01/07/2023,P037,Fırın,Ev Aletleri,1245.64,18,22421.52,8732,Vildane,Erkek,45,Adana,2263.8
31/05/2023,P032,Mouse,Elektronik,287.1,10,2871.0,7246,Hafıza,Erkek,63,Adana,3337.54
07/08/2023,P037,Fırın,Ev Aletleri,686.8,18,12362.4,1511,Nevsal,Kadın,41,Adana,4755.66
13/03/2023,P082,Defter,Kırtasiye,394.28,9,7520.75939059395,4090,Selâtin,Kadın,50,Ankara,4675.11
10/05/2024,P011,Kalem,Kırtasiye,608.5,7,4259.5,5260,İldem,Erkek,62,Antalya,2335.93
08/01/2023,P024,Bilgisayar,Elektronik,738.37,15,11075.55,1444,Tolonbay,Erkek,44,Adana,1019.61
25/08/2024,P011,Kalem,Kırtasiye,993.43,16,15894.88,2861,Aynilhayat,Kadın,37,Gaziantep,4060.05
08/04/2023,P087,Kulaklık,Elektronik,1158.57,4,4634.28,9894,Ayten,Erkek,37,Konya,430.84
18/01/2023,P097,Su Şişesi,Mutfak Ürünleri,1190.92,6,7145.52,1844,Onurcan,Kadın,29,Ankara,2876.22
09/11/2023,P010,Çanta,Giyim,1360.04,8,10880.32,6450,Burcuhan,Erkek,34,İstanbul,2353.84
28/12/2022,P037,Fırın,Ev Aletleri,1040.83,5,5204.15,1967,Alanalp,Erkek,59,Gaziantep,3879.35
14/12/2022,P037,Fırın,Ev Aletleri,648.06,17,11017.02,7473,Rezin,Erkek,28,Bursa,4448.67
22/08/2023,P037,Fırın,Ev Aletleri,1339.77,18,24115.86,9536,İnançlı,Erkek,23,İstanbul,4683.44
17/08/2024,P011,Kalem,Kırtasiye,342.17,17,5816.89,1489,Dalkılıç,Kadın,66,İstanbul,581.16
25/12/2022,P037,Fırın,Ev Aletleri,296.99,4,1187.96,9620,Önsal,Kadın,39,Konya,3459.02
27/11/2022,P018,Telefon,Elektronik,210.61,18,7520.75939059395,7895,Altoğan,Kadın,54,İstanbul,4361.14
08/12/2022,P018,Telefon,Elektronik,364.75,15,5471.25,2138,Noman,Kadın,69,Antalya,2891.24
04/03/2023,P018,Telefon,Elektronik,1150.42,5,5752.1,8055,Yavuz,Kadın,63,Konya,2952.47
18/11/2023,P037,Fırın,Ev Aletleri,568.94,1,568.94,4995,Züheyla,Erkek,44,İstanbul,3837.77
01/11/2024,P024,Bilgisayar,Elektronik,552.69,11,6079.59,8939,Altınışın,Kadın,20,Gaziantep,4607.97
05/03/2024,P037,Fırın,Ev Aletleri,1164.56,3,3493.68,5651,Ismık,Erkek,62,Antalya,4755.4
16/01/2024,P087,Kulaklık,Elektronik,1378.43,3,4135.29,1007,Köktaş,Kadın,24,Gaziantep,879.51
24/07/2023,P082,Defter,Kırtasiye,274.95,10,2749.5,5231,Seniha,Erkek,61,Antalya,4391.75
10/08/2024,P082,Defter,Kırtasiye,115.67,13,1503.71,6617,Özger,Kadın,41,İzmir,2458.69
08/04/2023,P018,Telefon,Elektronik,282.91,17,4809.47,5038,Şahnuray,Kadın,40,İstanbul,897.19
04/12/2022,P018,Telefon,Elektronik,1045.79,12,12549.48,9227,Benek,Kadın,63,Antalya,2159.94
08/08/2023,P097,Su Şişesi,Mutfak Ürünleri,350.13,16,5602.08,2389,Özerdinç,Kadın,49,İzmir,3164.58
14/06/2024,P063,Klima,Elektronik,25.48,8,203.84,9101,İnançlı,Kadın,25,İstanbul,2025.59
08/12/2023,P087,Kulaklık,Elektronik,747.16,5,3735.8,1402,Ökkaş,Erkek,47,Antalya,3935.92
30/09/2024,P024,Bilgisayar,Elektronik,151.82,1,151.82,6959,Sabih,Erkek,28,Antalya,2493.6
03/12/2022,P018,Telefon,Elektronik,905.42,14,12675.88,8141,Akdurmuş,Erkek,50,İzmir,3048.02
14/03/2023,P082,Defter,Kırtasiye,868.81,8,6950.48,8342,Necva,Erkek,36,Konya,2688.07
02/11/2024,P082,Defter,Kırtasiye,368.98,6,2213.88,8150,Turgut,Erkek,46,Gaziantep,2486.64
22/01/2024,P032,Mouse,Elektronik,317.12,12,3805.44,4519,Mezide,Erkek,40,Konya,524.14
03/03/2024,P018,Telefon,Elektronik,1249.91,12,7520.75939059395,9378,Memili,Erkek,33,Ankara,1790.08
10/06/2024,P087,Kulaklık,Elektronik,871.08,17,14808.36,9795,Muvahhide,Erkek,64,Ankara,1190.16
26/08/2023,P010,Çanta,Giyim,1111.76,13,14452.88,2365,Beray,Erkek,68,Bursa,4806.53
19/03/2024,P011,Kalem,Kırtasiye,554.47,2,1108.94,6661,Eryıldız,Erkek,61,Adana,3569.78
27/06/2023,P097,Su Şişesi,Mutfak Ürünleri,830.03,9,7520.75939059395,8066,Çamok,Kadın,44,Gaziantep,2861.3
10/06/2024,P011,Kalem,Kırtasiye,222.99,5,1114.95,9039,Şeref,Erkek,58,Bursa,3603.85
21/09/2024,P018,Telefon,Elektronik,604.68,16,9674.88,2164,Nurveren,Kadın,57,Bursa,2359.34
01/10/2023,P010,Çanta,Giyim,1441.35,10,14413.5,8102,Aksay,Erkek,29,Bursa,1209.1
03/04/2024,P037,Fırın,Ev Aletleri,964.78,14,13506.92,7880,Üsame,Erkek,46,Antalya,1594.89
20/03/2023,P024,Bilgisayar,Elektronik,373.65,5,1868.25,3827,Gökçebalan,Erkek,65,Ankara,3649.05
16/06/2024,P037,Fırın,Ev Aletleri,309.39,15,7520.75939059395,7174,İmren,Kadın,42,Gaziantep,3894.54
30/12/2023,P063,Klima,Elektronik,877.87,7,6145.09,9376,Karakucak,Kadın,51,Adana,2658.55
20/03/2024,P018,Telefon,Elektronik,650.59,10,7520.75939059395,9137,Seyithan,Erkek,18,Konya,2468.02
24/09/2023,P063,Klima,Elektronik,1444.58,11,15890.38,4281,Zekayi,Kadın,43,Gaziantep,4597.46
08/08/2024,P018,Telefon,Elektronik,419.58,17,7132.86,2144,Dorukhan,Erkek,59,Konya,3982.77
14/07/2024,P024,Bilgisayar,Elektronik,675.98,2,1351.96,3571,Ağmur,Erkek,30,Konya,1702.9
16/09/2023,P097,Su Şişesi,Mutfak Ürünleri,1027.88,13,7520.75939059395,8198,Canan,Erkek,46,Gaziantep,336.88
06/01/2024,P011,Kalem,Kırtasiye,884.99,10,8849.9,4835,Özlü,Erkek,69,Konya,3800.07
11/04/2024,P018,Telefon,Elektronik,1492.36,16,23877.76,8708,Arısoy,Kadın,62,İzmir,4125.21
09/07/2024,P011,Kalem,Kırtasiye,786.37,11,8650.07,2737,Değer,Kadın,62,Gaziantep,1847.48
12/02/2024,P082,Defter,Kırtasiye,749.06,5,3745.3,2799,Işıman,Erkek,66,Adana,2699.19
25/11/2022,P097,Su Şişesi,Mutfak Ürünleri,396.08,2,792.16,4916,Alabezek,Kadın,37,İzmir,2905.62
25/04/2024,P063,Klima,Elektronik,1392.61,17,23674.37,3283,Üzer,Erkek,41,Ankara,1703.0
28/09/2024,P037,Fırın,Ev Aletleri,217.58,1,217.58,8693,Abid,Kadın,37,Adana,1983.43
02/05/2023,P024,Bilgisayar,Elektronik,872.7,1,872.7,2821,Hayrünnisa,Kadın,53,Bursa,468.38
12/03/2024,P018,Telefon,Elektronik,1179.13,3,7520.75939059395,2220,Vefia,Erkek,32,Konya,4009.07
10/10/2024,P087,Kulaklık,Elektronik,721.52,2,1443.04,7315,Uludağ,Kadın,55,Adana,1281.85
16/03/2024,P037,Fırın,Ev Aletleri,1450.7,10,14507.0,9552,Metinkaya,Erkek,53,Bursa,3641.85
24/05/2023,P010,Çanta,Giyim,1495.75,19,28419.25,1249,Şali,Kadın,27,İstanbul,768.76
24/02/2024,P011,Kalem,Kırtasiye,1302.82,14,18239.48,2747,Kocabaş,Kadın,29,Gaziantep,3208.0
31/05/2024,P018,Telefon,Elektronik,964.25,19,18320.75,2509,Atalay,Kadın,50,Gaziantep,4660.27
22/03/2023,P063,Klima,Elektronik,1005.08,6,7520.75939059395,3620,Hüsnühâl,Erkek,69,Antalya,3177.53
26/09/2024,P082,Defter,Kırtasiye,1190.28,18,21425.04,8143,Batırhan,Erkek,36,Bursa,4713.43
27/01/2023,P032,Mouse,Elektronik,157.58,16,2521.28,1836,Hazine,Kadın,53,Konya,3846.53
31/03/2023,P037,Fırın,Ev Aletleri,1196.67,17,20343.39,9121,Nasuf,Kadın,18,Adana,3406.38
23/11/2023,P037,Fırın,Ev Aletleri,1259.86,11,13858.46,7846,Altınkaya,Kadın,37,Gaziantep,300.71
15/07/2023,P032,Mouse,Elektronik,68.07,5,340.35,7544,Elifnur,Erkek,47,İzmir,3298.16
22/01/2024,P082,Defter,Kırtasiye,569.14,5,2845.7,7621,Nurey,Kadın,69,İzmir,3907.52
27/09/2023,P010,Çanta,Giyim,1045.35,16,16725.6,7194,Müjde,Erkek,23,Ankara,4205.5
21/05/2024,P032,Mouse,Elektronik,1441.85,15,21627.75,7349,Tuyuğ,Erkek,64,İzmir,1765.36
20/08/2023,P082,Defter,Kırtasiye,831.78,7,5822.46,1068,Abdulmenaf,Erkek,32,Adana,2559.87
30/09/2024,P087,Kulaklık,Elektronik,1431.44,5,7520.75939059395,7639,Örfiye,Kadın,32,Bursa,2915.74
19/11/2022,P010,Çanta,Giyim,636.75,3,1910.25,4120,Aşhan,Kadın,48,İzmir,2688.32
01/02/2024,P011,Kalem,Kırtasiye,600.24,3,1800.72,6782,Abiye,Erkek,55,Gaziantep,2382.97
24/06/2023,P087,Kulaklık,Elektronik,1425.72,6,8554.32,5906,Müsemma,Kadın,62,Konya,4570.75
19/09/2023,P063,Klima,Elektronik,182.1,13,2367.3,3001,Maşide,Erkek,54,Antalya,4223.28
28/08/2023,P063,Klima,Elektronik,156.48,16,2503.68,9003,Sırriye,Erkek,19,Ankara,2679.39
14/11/2022,P082,Defter,Kırtasiye,784.68,14,10985.52,3864,Sedife,Erkek,31,Bursa,1019.89
30/07/2024,P018,Telefon,Elektronik,1074.96,19,20424.24,4355,Seniha,Erkek,30,Antalya,968.29
19/11/2023,P018,Telefon,Elektronik,860.26,13,11183.38,7982,Yazganalp,Kadın,57,İstanbul,162.17
01/03/2023,P063,Klima,Elektronik,1253.99,14,17555.86,3700,Atagün,Kadın,28,Antalya,354.81
30/03/2024,P087,Kulaklık,Elektronik,180.69,13,2348.97,6257,Kiyasi,Erkek,60,Bursa,1313.65
06/11/2023,P032,Mouse,Elektronik,319.89,8,2559.12,2677,Gürarda,Erkek,68,Gaziantep,4927.42
10/09/2023,P082,Defter,Kırtasiye,445.22,4,1780.88,9145,Oğuzman,Erkek,40,Gaziantep,3518.47
11/10/2024,P018,Telefon,Elektronik,194.76,7,1363.32,9666,Nurullah,Erkek,59,Antalya,3488.02
06/04/2024,P010,Çanta,Giyim,299.53,16,4792.48,5208,Görklü,Erkek,20,Adana,4999.44
23/03/2024,P011,Kalem,Kırtasiye,1024.84,7,7520.75939059395,7415,Sejda,Erkek,26,Konya,1457.96
27/04/2023,P087,Kulaklık,Elektronik,1440.7,6,8644.2,5264,Feremez,Erkek,50,Adana,1911.64
14/12/2022,P032,Mouse,Elektronik,328.13,16,5250.08,6818,Sejda,Kadın,53,Ankara,877.08
01/05/2024,P024,Bilgisayar,Elektronik,597.01,13,7761.13,4404,Bahaddin,Erkek,59,İzmir,891.94
22/06/2024,P024,Bilgisayar,Elektronik,946.81,13,12308.53,1274,Varlık,Erkek,41,Konya,1535.03
26/11/2022,P097,Su Şişesi,Mutfak Ürünleri,1358.17,17,23088.89,4092,Havali,Erkek,18,Ankara,3897.6
02/11/2024,P011,Kalem,Kırtasiye,805.77,1,805.77,9865,Yıldır,Erkek,52,Antalya,4595.91
14/09/2023,P018,Telefon,Elektronik,1321.97,15,19829.55,1484,Mestur,Kadın,43,Bursa,2955.64
18/12/2023,P087,Kulaklık,Elektronik,625.48,18,11258.64,8538,Seçme,Kadın,38,Ankara,1135.05
14/11/2023,P082,Defter,Kırtasiye,1457.64,13,18949.32,3404,Melaha,Kadın,40,İstanbul,660.62
13/03/2023,P032,Mouse,Elektronik,1229.31,19,23356.89,5600,Rümeysa,Kadın,31,İstanbul,4798.52
03/04/2023,P037,Fırın,Ev Aletleri,1352.02,5,6760.1,9112,Sencar,Kadın,44,Ankara,903.99
24/04/2023,P018,Telefon,Elektronik,1362.16,17,23156.72,2952,Durdali,Erkek,53,İstanbul,1045.66
31/07/2024,P032,Mouse,Elektronik,72.67,8,581.36,4422,Öktürk,Kadın,34,Konya,2886.65
22/10/2024,P011,Kalem,Kırtasiye,395.24,19,7509.56,8567,Aylil,Kadın,54,İstanbul,2654.32
24/08/2024,P037,Fırın,Ev Aletleri,1389.42,5,6947.1,2965,Cindoruk,Kadın,32,İzmir,4346.62
02/09/2023,P082,Defter,Kırtasiye,420.78,2,841.56,9046,Ahat,Kadın,49,Gaziantep,4485.97
10/12/2022,P063,Klima,Elektronik,1026.26,10,10262.6,5541,Öztürk,Kadın,39,İzmir,217.22
31/10/2023,P087,Kulaklık,Elektronik,33.79,1,33.79,6286,Adila,Erkek,66,Adana,1673.88
24/04/2024,P087,Kulaklık,Elektronik,1401.41,4,5605.64,1543,Zevlüde,Kadın,26,İzmir,3367.86
23/04/2024,P032,Mouse,Elektronik,492.83,11,5421.13,9957,Zümre,Erkek,21,Konya,1344.27
13/08/2024,P018,Telefon,Elektronik,160.12,7,1120.84,5471,Abdülcemal,Kadın,40,İstanbul,1942.17
10/05/2023,P010,Çanta,Giyim,586.34,15,8795.1,2736,Ezgütekin,Kadın,35,Bursa,626.51
13/04/2023,P037,Fırın,Ev Aletleri,244.32,1,244.32,2309,Esmanperi,Kadın,42,Bursa,1098.72
10/01/2024,P063,Klima,Elektronik,453.74,18,8167.32,3536,Sargın,Kadın,19,Adana,3026.99
26/09/2023,P097,Su Şişesi,Mutfak Ürünleri,40.08,6,240.48,1130,Egenur,Kadın,21,Ankara,1843.78
01/07/2023,P082,Defter,Kırtasiye,634.93,9,5714.37,4909,Sözer,Kadın,55,Antalya,2545.85
07/09/2024,P082,Defter,Kırtasiye,1118.91,7,7520.75939059395,3182,Mazlum,Erkek,32,Gaziantep,1312.15
10/12/2022,P037,Fırın,Ev Aletleri,226.96,4,907.84,8831,Örik,Kadın,31,Bursa,1130.79
24/09/2024,P010,Çanta,Giyim,38.31,12,459.72,9081,Börteçin,Erkek,38,Bursa,3035.39
15/09/2023,P087,Kulaklık,Elektronik,201.39,17,3423.63,4544,Tagangül,Kadın,46,İzmir,4821.06
24/04/2024,P082,Defter,Kırtasiye,1233.12,5,7520.75939059395,3648,Arıpınar,Erkek,69,İzmir,2394.12
17/05/2023,P018,Telefon,Elektronik,535.26,9,4817.34,4691,Rengül,Kadın,41,Adana,2130.31
04/05/2023,P082,Defter,Kırtasiye,596.82,2,1193.64,8832,Gürten,Kadın,68,Bursa,124.83
13/11/2023,P010,Çanta,Giyim,408.22,13,7520.75939059395,5420,Yepelek,Kadın,29,Ankara,2761.05
29/03/2024,P024,Bilgisayar,Elektronik,347.26,1,347.26,4497,Basriye,Erkek,22,Ankara,702.77
03/07/2023,P024,Bilgisayar,Elektronik,667.76,18,12019.68,7942,Selmin,Erkek,52,Ankara,3927.11
